AD_ID,AD_TARGETING_INTERESTS,AD_CLICKS,AD_IMPRESSIONS,AD_TEXT,TARGETTING_GROUP
883,Black (Color) or Racism in the United States,9,438,Information is your strongest weapon. Know the truth and stand against the racism in US.,Black
900,"BlackNews.com, HuffPost Politics or HuffPost Black Voices",104,748,Serena Williams will be world's highest paid female athlete — After her dominance in the singles women tennis championship. Congratulations to her for lifting the image of Black Americans. Her achievement is ours and we're with her all the way through. #SelinaWilliams #Highlypaidfemaleathlete #BlackWomenAchievements,Black
905,"BlackNews.com, HuffPost Politics or HuffPost Black Voices",554,7452,There're a lot of racial discrimination going on in America these days. Can you imagine that a group of armed men took over a federal property and have vowed to kill if they are forced to leave there unless the government change the law in their favor. Nonsense! The ongoing Oregon standoff has taught us is that it's never been more apparent that the U.S. government values white lives above all others. The most stark example is comparing the kid-gloves treatment the white gunmen in Oregon are getting with the 1985 bombing of the MOVE house in Philadelphia. #GunmeninOregon #TheMove #1985Bombing,Black
906,"BlackNews.com, HuffPost Politics or HuffPost Black Voices",0,0,"As we celebrate and reflect upon the birth of the great Martin Luther King Jr., a voice of the people and one who sacrificed his life for the total liberation of Black Americans, the question is ""who will keep his dream alive""? He saw the promise-land where blacks and whites live together in harmony and each of them given equal rights and privileges, freedom and justice. Today, we do not see this equality among blacks and whites in America. These rights and privileges, freedom and justice shouldn't be for some selected few but all!",Black
908,"BlackNews.com, HuffPost Politics or HuffPost Black Voices",0,0,"As we celebrate and reflect upon the birth of the great Martin Luther King Jr., a voice of the people and one who sacrificed his life for the total liberation of Black Americans, the question is ""who will keep his dream alive""? He saw the promise-land where blacks and whites live together in harmony and each of them given equal rights and privileges, freedom and justice. Today, we do not see this equality among blacks and whites in America. These rights and privileges, freedom and justice shouldn't be for some selected few but all! Thanks for watching, I'd like to hear from you; Click like, Share and Comment. Together we can make America a better place. https://www.youtube.com/watch?v=tWzI85XjHKc As we celebrate and reflect upon the birth of the great Martin Luther King Jr., a voice of the people and one who sacrificed his life for the total liberatio... WHO WILL BE THE NEXT MARTIN LUTHER KING JR.? Williams&Kalvin",Black
910,"BlackNews.com, HuffPost Politics or HuffPost Black Voices And Must Also Match: Behaviors: African American (US)",0,0,"As we celebrate and reflect upon the birth of the great Martin Luther King Jr., a voice of the people and one who sacrificed his life for the total liberation of Black Americans, the question is ''who will keep his dream alive""? He saw the promise-land where blacks and whites live together in harmony and each of them given equal rights and privileges, freedom and justice. Today, we do not see this equality among blacks and whites in America. These rights and privileges; freedom and justice shouldn't be for some selected few but all! Thanks for watching; I'd like to hear from you, Click like, Share and Comment. Together we can make America a better place. https://www.youtube.com/watch?v=tWzl85XjHKc As we celebrate and reflect upon the birth of the great Martin Luther King Jr.. a voice of the people and one who sacrificed his life for the total liberatio... WHO WILL BE THE NEXT MARTIN LUTHER KING JR.? Williams&Kalvin",Black
926,TV talkshows or Black (Color) Behaviors: African American (US),11,508,Videoblog about social issues of Black America The Reality is 7 black churches attacked by white people in the last week! But The Media Is Dead Silent About It. What is going on in America? Williams&Kalvin,Black
927,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",4216,34501,"Dance like Misty, shine like Lupita, slay like Serena. speak like Viola, fight like Rosa!",Black
928,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",1567,11287,repost,Black
929,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",3361,26902,"It's hard for a black woman to succeed in the United States of America. Moreover, it's even harder for a deaf and blind black woman to succeed. But Haben Girma beat those odds and became the first deaf-and-blind black graduate of Harvard Law School.",Black
932,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",2166,16654,"Meet Carlos Morales, the father of quadruplets who raises his children alone after his wife passed away during childbirth. You are my hero!",Black
934,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",1501,10373,Police brutality in America gone crazy. But America is too busy bombing countries in the Middle East.,Black
936,"Black nationalism, Pan-Africanism , Police misconduct, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",0,0,Only mom can jump in the conversation and resolve the argument between father and daughter and finally settle on the proper way to count. Only mom can jump in the conversation and resolve the argument. ..,Black
938,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",15153,116540,repost repost,Black
941,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",8950,73179,"The three-time Emmy-winning choreographer, actress, executive producer of Grey's Anatomy Debbie Allen is 67-years-old and she is still teaching dance classes. The three-time Emmy-winning choreographer, actress, executive ...",Black
942,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",0,0,"VIDEO: TEXAS SCHOOL TEACHER FIRED AFTER MANHANDLING LITTLE BLACK BOY The shocking video shows a Central Texas child trying to get up from a bean bag chair in his classroom, while a Snook Independent School District employee, Troy Vann pushing him repeatedly into it and mocking him again and again. After the concerned parent posted a disturbing video showing teacher manhandling a small child on Facebook, the video went viral and it was shared thousands of times. In the video footage, Vann also tells the boy: ""Tell me no. When I tell you to do something, you do it, boy."" After the Burleson County Sheriff's Office launched an investigation, a ""behavior specialist"" who acted in an inappropriate manner with a young student was fired. The school district should provide a safe and secure environment for the students. And the school should not condone or tolerate the employees who abuse any child. The teachers who use excessive force against any child should be removed immediately from the classroom and placed on administrative leave. Otherwise, this will continue to happen.",Black
943,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",863,6524,No child should grow with an unhealthy sense of self-esteem. Be proud of who you are!,Black
944,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",1363,9022,Black beauty in all shades.,Black
946,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",3990,63405,We should more often expose our children to positive cultural traditions. We should more often expose our children to positive cultural ...,Black
947,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",4067,27660,They marinated their lives in coconut oil.,Black
948,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",2466,17771,Let's be real. Our hair is always political.,Black
951,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",4493,30596,Bravo. black production house.,Black
953,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",4369,83692,This video may bring tears to your eyes. Make it go viral. We need this unity in our communities. This video may bring tears to your eyes. Make it go viral. We ... www.facebook.com,Black
955,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",26179,489186,This hairdresser from Atlanta is amazing. She can install locs at supersonic speeds. This hairdresser from Atlanta is amazing. She can install locs...,Black
956,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",3513,24368,R.I.P.. Mr. Sharp.,Black
957,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",1233,28841,Practicing the big sister skills. Practicing the big sister skills.,Black
959,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",5101,31093,"Believe it or not, black doctors exist.",Black
961,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",2635,20780,"Every citizen should know the rights. Keep on doing what you are doing, Kapl",Black
964,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",1230,10855,"1 am not a fan of 50Cent, but he is definitely is a good example people can change no matter what. Never give up!",Black
966,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",3793,22589,"Alek Wek is now a hero for many of us. Supermodel decided not to go with the crowd that set the European standards of beauty. Despite the fact that all of the fashion models were obliged to wear blond wigs, she did something that was against the norm- she took her wig off and threw it in the crowd. #YouGoGirl",Black
969,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",1288,8649,r e p o s t -,Black
971,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",6915,38624,Black grandma will always find a way to support her grandkids.,Black
972,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",3949,40946,This picture probably won't go viral because that's not what the media tellS is about black dads.,Black
973,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",1089,12190,"repost @[1839993966238044:274:Black Excellence] Wow! What a great surprise for young black ballerinas from the south side of Chicago! We mean it's the greatest surprise ever possible! Misty Copeland is more than ballerina! She symbolizes black excellence in dancing and ballet. Her example is inspiring. Misty's success tells all the black kids that we can achieve the greatness in occupations where our people have been absent for centuries! Misty teaches us that there is nothing impossible for a black person if we work and study hard! Thank you, Misty! Thank you, Steve Harvey! This video is touching. Wow! What a great surprise for young black ballerinas from south side of Chicago! We mean it's the greatest surprise ever possible! Misty Copeland is more than ballerina! She symbolizes black excellence in dancing and ballet. Her example is inspiring. Misty's success tells all the black kids that we can achieve the greatness in occupations where our people have been absent for centuries! Misty teaches us that there is nothing impossible for black person if we work and study hard! Thank you, Misty! Thank you, Steve Harvey! This video is touching. Misty Copeland's BIG surprise!II STEVE HARVEY. Wow! What a great surprise for young black ballerinas from south side of Chicago! We mean it's the greatest surprise ever possible! Misty Copeland is more than ballerina! She symbolizes black excellence in dancing and ballet. Her example is inspiring. Misty's success tells all the black kids that we can achieve the greatness in occupations where our people have been absent for centuries! Misty teaches us that there is nothing impossible for black person if we work and study hard! Thank you, Misty! Thank you, Steve Harvey! This video is touching. Wow! What a great surprise for young black ballerinas from south side of Chicago! We mean it's the greatest surprise ever possible! Misty Copeland is more than ballerina! She symbolizes black excellence in dancing and ballet. Her example is inspiring. Misty's success tells all the black kids that we can achieve the greatness in occupations where our people have been absent for centuries! Misty teaches us that there is nothing impossible for black person if we work and study hard! Thank you, Misty! Thank you, Steve Harvey! This video is touching. Misty Copeland's BIG surprise!II STEVE HARVEY",Black
975,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",1027,11548,Where is the outcry over children killed by U.S? I guess I should shut my mouth before I wind up missing...,Black
976,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",7348,49624,Type of dolls every black girl should have.,Black
977,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",9633,53511,"Repost from @Williams&Kalvin ATTENTION! COMMUNITY CALLS FOR A BOYCOTT! Disturbing video shows Sung Ho Lim, an owner of Missha Beauty (in Charlotte, NC), kicked and choked a Black woman! This man absolutely crossed the line! According to Lim, he saw the unidentified woman stealing eyelashes. But, in the video, you can hear the woman tell Lim,""Check my bag. I'm telling you I don't have anything."" And why did he attack her? Did he try arrest her or what? Corine Mack of the Charlotte-Mecklenburg chapter of the NAACP demanded that Lim apologize to the Black community in Charlotte. But folks, I want it be not only the boycott of this exact store but all shops and stores where Black people were treated disrespectfully! We don't believe apologies, especially when we know that this man is sorry only about profit he's going to lose!",Black
979,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",1042,10074,"The government asks us to put a uniform and far away from our homes to drop bombs on innocent people in Syria, while we are treated in America like animals and denied simple human rights, freedom, equality and justice.",Black
980,"Black nationalism, Pan-Africanism, Police misconduct; African-American culture; African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",6274,54103,THOUGHT WE DIDN'T HAVE MONEY TO DO SIMPLE THINGS SUCH AS FIXING A TOWN'S WATER SUPPLY AND PIPES BUT CAN BOMB COUNTRIES LIKE WE TAKE SHITS.,Black
982,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",896,8031,"Recent US-led coalition strike in Syria's Raqqa province has killed 12 Syrian women. The second coalition strike killed a further 23 Syrian civilians. The US bombed Syria because of political regime, that American government believes is torturing people. Well, we are so thankful that Syria didn't bomb America for poisoning children in Flint and gassing natives at Standing Rock.",Black
983,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",2598,24365,"WOW!An off-duty Los Angeles cop in Anaheim called a female student a ""cunt"" for stepping on his lawn as she walked back home from school. When her friend stood up for her, the cop started a fight with kids, pulled a gun and fired a shot near the 13-year-old boy. Is this starting to become a trend now?",Black
984,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",628,3655,repost @[857553657667666:274:Chakabars],Black
986,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",1823,10496,repost @[1029022833877757:274:Blackslayingit],Black
988,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",553,4372,"Meet Tamya Fultz, 13, the member of the chess team at Earle STEM elementary school, who just took the bronze in the IESA state chess tournament in Peoria.",Black
990,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",1998,11916,repost @[199847293789079:274:Black Women Are Poppin],Black
991,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",538,4185,Tag a great dad and break the dangerous myth of the'missing black fathers',Black
994,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",4936,64595,"FINALLY! TWO GEORGIA POLICE OFFICERS HAVE BEEN FIRED AFTER VIDEO SHOWS THEM KICK BLACK MAN DURING TRAFFIC STOP Two Georgia police officers have been fired after police released the footage of the encounter where two Gwinnett County cops kicking a black college student during a traffic stop. According to a police report; 21-year-old Demetrius Hollins was pulled over near Lawrenceville for changing lines several times without signaling. When cops stopped him ; Hollins was seen on video standing with his hands raised before one of the officers was seen punching the motorist in his face; and the second cop racing to the scene later, only to stomp Hollins in his face. The 21-year-old man said he feared for his life when he saw police approach him. Hollins raised his hands up in order to let him know that he didn't have anything where he could hurt him, but police beat him. Moreover, after the incident cops wrote in their police report that Hollins resisted arrest and claimed that Hollins refused to place his hands behind his back and resisted arrest. Cops literally lied and had no shame. This incident embarrassed and the Gwinnett County police and all law enforcement. They should be held accountable for their actions. Resignation is not the answer. We did not hear any criminal charges. even though they admit the cops broke the law. Where is the justice? FINALLY: TWO GEORGIA POLICE OFFICERS HAVE BEEN FIRED AFTER VID...",Black
999,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",11245,57613,All it takes is to believe.,Black
1000,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",2658,18426,Don't believe stereotypes. Don't believe the media.,Black
1006,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",337,3517,Ifs not flesh and blood. But the heart which makes us fathers and sons.,Black
1009,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",310,3152,"Have a good day, kings, queens, Black Gods and Goddess!",Black
1010,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",2515,23950,This video is so precious. Father surprises his daughter when he comes to her school after being released from prison. His daughter hasn't seen him for years. This video is so precious. Father surprises his daughter when ...,Black
1011,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",5582,93044,Watch this baby drama. This child's great escape is hilarious. Watch this baby drama. This child's great escape is hilarious.,Black
1013,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",550,3834,"Hopefully, it will reach someone. Please, understand our struggles. One person cannot represent the whole race.",Black
1016,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",1337,16305,"Actor and comedian Charlie Murphy died at the age of 57. Murphy, the older brother of comedic legend Eddie Murphy, was also very successful stand-up comedian on his own. Murphy was battling leukemia and had been undergoing chemotherapy treatment.",Black
1017,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",1165,11178,"When people ask you `where you're from?' and you reply America because that's where you and your parents were born, and then on que, they ask you again `no, where are you really from?; as if being black makes you less American.",Black
1021,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",5645,38002,repost Back when tv was dope... melanin #blacklove #tv #blacksitcoms #blacktv #blacktelevision,Black
1022,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",4588,48518,"In America, most employees are instructed to follow black and Latino customers, because they 'always are the ones that are the thieves.' Racial profiling? Yes, it is.",Black
1023,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",290,4172,Click on the picture if Trump is not your president. #notmypresident https://represent.com/store/notmypresident STOP TRUMP! STOP RACISM! Buying these t-shirts you donate to the events against hate and racism. #NotMyPresident Blacktivist,Black
1024,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",23021,253726,You won't stop laughing if you watch this video. #FatherDaughterTalk,Black
1025,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",7711,77424,"Whenever I watch it, I smile each time. Thanks for your positivity, Whenever I watch it, I smile each time. Thanks for your posit... www.facebook.com",Black
1026,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",3525,34796,repost The powerful statement.,Black
1027,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",6730,43618,Black Power Puff Girls. Justice must be served! By any means necessary!,Black
1028,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",11360,191238,Watch this heart-piercing story about a racial bias that might cause law enforcement officers to shoot innocent and unarmed black people.,Black
1029,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",3140,55233,This incredibly talented and adorable little boy created his own melody at the age of ONE!,Black
1030,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",12303,162331,Make sure you guide your children and motivate them.,Black
1032,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",1849,32315,Listen to what this kid just said. The role of adults in children's life is very important. Adults need to set the example for kids.,Black
1033,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",49197,501552,This video may bring tears to your eyes. Make it go viral. We need this unity in our communities.,Black
1034,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",2586,34025,Donald Trump is NOT your president? Click on his face. Stop Trump and his bigoted agenda! Not My President Blacktivist,Black
1035,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",1257,11909,This powerful message is worth sharing with the world! Click to get one: https://goo.gl/1 E7kWU,Black
1037,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",4011,56416,When your mom sends you to shoot a hair tutorial so she can have a few minutes of peace. When your mom sends you to shoot a hair tutorial so she can ha... www.facebook.com,Black
1040,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",23054,295361,When ballet dancers can mix modern dance and ballet. When ballet dancers can mix modern dance and ballet.,Black
1041,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",3516,31096,Black intelligence is one of the most highly feared things in this country.,Black
1042,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement. Martin Luther King III, Stop Police Brutality or Black (Color)",2828,17394,Bye Felicia,Black
1043,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",16132,160565,"A 21-year-old senior at the university, Aja Sims, influenced floor routine by putting Hip-Hop in gymnastics and was praised as #BlackGirlsMagic. However, several non-black fans took offense to the proclamation. A 21-year- old senior at the university, Aja Sims, influenced f...",Black
1044,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",3516,47182,JUST WATCH...The face you make when some folk talk of beauty. Her facial expression is priceless.,Black
1045,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",2847,20322,Absolutely stunning child.,Black
1046,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",1555,10940,Meet these beautiful lawyers The organization was created to motivate women to in meaningful legal careers.,Black
1047,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",5244,38616,Did you know that? Write in comment! Repost from @[788980617892144:274:Williams&Kalvin],Black
1049,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",7849,56988,repost @[1685853058396977:274:Melaninvibez],Black
1050,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",1663,14395,"15 young entrepreneurs, members of the Black Male Entrepreneurship Institute walked into the black-owned Industrial bank and put their money there. This is what black community should be doing. This need to continue! Support Black Business!",Black
1051,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",6656,36295,"CHARLESTON COP WHO FATALLY SHOT BLACK MAN ASKS JUDGE TO DROP CHARGES, CITING DOUBLE RISK North Charleston police officer Michael Slager, who shot and killed 50-year- old Scott after an April 2015 traffic stop, and his attorneys urged the court to drop murder charge due to the double jeopardy that Slager faced before the shooting. According to ex-cop's attorneys, their defendant acted in self- defense despite the fact that Scott was unarmed and Slager fired eight times, hitting Scott five times from behind. Slager's defense attorney's: ""The double-teaming of Slager ... is a chilling example of how far politically motivated politicians and prosecutors will go to seek headlines and feather their own nests at the expense of a public servant ... who had to make a split- second life or death decision that will be second-guessed by comfortable armchair quarterbacks. This is unconscionable.' The shooting occurred in April 2015 when Slager stopped Scott for a broken brake light on the Mercedes-Benz he was driving. According to Slager's dashcam, ex-cop asked Scott to show his driving license and questioned him about documents for the car. When Slager returned to his car, Walter Scott jumped out of the car and ran away giving Slager chase. According to a bystander's video, Scott ran away from the officer when Slager opened fire. We've seen what happened in different parts of America: unarmed dead black bodies lying across the streets at the hands of police officers and none of them found guilty. That's why today it's important to send a message to other police officers that if they do this, it's harsh penalty to pay.",Black
1052,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",2218,10808,How interesting! But you can only get white from black.,Black
1054,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",4,88,"Remember folks, dance and music is a large part of our culture. Remember folks, dance and music is a large part of our culture.",Black
1055,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",0,0,"Don't forget Huey Newton and Bobby Seale, who founded the Black Panther Party for Self-Defense in October 1966.",Black
1056,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King 111, Stop Police Brutality or Black (Color)",1733,14019,"RUNNING INTO DADDY'S ARMS A LOT EASIER Meet this little 2-year-old angel -Recently, she received her 1st Runners Blade. We can't wait to see what you do next, little one.",Black
1057,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",1872,16202,"Growing up dark skinned in America is not an easy task to do. Tell your children that they represent a rainbow of beautiful shades, that make them special.",Black
1060,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",1731,15201,When you support a black-owned business you support your community.,Black
1061,"Human rights, Malcolm X Memorial Foundation, Malcolm X Grassroots Movement, End Slavery Now, Justice, Culture, Slavery in the United States, African-American culture, African culture, Black is beautiful, Black Consciousness Movement, Martin Luther King III, Equal opportunity, Angela Davis, Stop Police Brutality, Anti-discrimination, Black (Color) or Nigerians",2056,11932,"Anyways, nobody is listening to us.",Black
